Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Afere, Folakemi P.",57225045741,1,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Igbasan, Francis A.",58449052700,4,"Agricultural and Biological Sciences
Veterinary
",
"Olawoyin, Bolanle",57194785716,1,"Engineering
Agricultural and Biological Sciences
Chemical Engineering
",
"Adeola, Babatunde",57216865975,1,"Medicine
Immunology and Microbiology
",
"Titus, Adediji Adekunle",57190122283,1,"Materials Science
Engineering
Physics and Astronomy
",
"Aladetimi, O. O.",6504476089,1,"Agricultural and Biological Sciences
",
"Olaokungbaye, Yewande E.",58480306800,1,"Agricultural and Biological Sciences
",
"Gabriel, Arome Junior",56078440300,13,"Computer Science
Mathematics
Engineering
Economics, Econometrics and Finance
Medicine
Decision Sciences
Physics and Astronomy
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Social Sciences
",
"Obarhua, F. O.",57223240048,1,"Mathematics
Physics and Astronomy
Chemistry
",
"Olukemi, Bukola Eugenia",57201717790,1,"Agricultural and Biological Sciences
Nursing
",
"Babatunde, Bashirat Adenike",57219174838,1,"Computer Science
Energy
Environmental Science
Social Sciences
",
"Fayeun, Lawrence Stephen",57204141224,6,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Engineering
Medicine
",
"Adediji, Adekunle Titus",55329428600,32,"Earth and Planetary Sciences
Physics and Astronomy
Engineering
Computer Science
Environmental Science
Materials Science
Chemical Engineering
Multidisciplinary
Energy
Social Sciences
",
"Abdulsalam, Zainab Naeem",58532621500,1,"Biochemistry, Genetics and Molecular Biology
",
"Fasakin, Olasunkanmi",57225301156,1,"Medicine
",
"Esther, Boboye Bolatito",57189378643,2,"Medicine
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Afolabi, A. F.",57261409000,2,"Mathematics
Physics and Astronomy
Chemistry
",
"Ale, Thomas Olabode",58073363300,2,"Computer Science
Engineering
Mathematics
",
"Nwachuckwu, Victor Oluwatobi",57216936820,1,"Environmental Science
",
"Oniya, Bolanle Josephine",56879185000,1,"Arts and Humanities
Environmental Science
",
"Fasuhanmi, Oluwagbemiga Samuel",57194787910,3,"Engineering
Agricultural and Biological Sciences
Chemical Engineering
",
"Idowu, Chukwudi",57863458500,1,"Earth and Planetary Sciences
Energy
",
"Afolayan, Abimbola H.",57218139333,4,"Computer Science
Engineering
Business, Management and Accounting
Multidisciplinary
",
"Bello, Oladele S.",57214328527,5,"Engineering
Materials Science
Physics and Astronomy
Business, Management and Accounting
Multidisciplinary
Decision Sciences
",
"Dorcas Oluyemi-Ayibiowu, Bamitale",57907916500,1,"Materials Science
",
"Abayomi, Makanjuola Sina",57211330518,1,"Engineering
Environmental Science
",
"Olowookere, S. P.",6503891980,1,"Physics and Astronomy
Energy
Health Professions
Medicine
",
"Omoraka, Alexander Ejiro",57194346914,3,"Business, Management and Accounting
Engineering
Decision Sciences
",
"Okoye, Benedict C O",56980497600,3,"Environmental Science
Earth and Planetary Sciences
Social Sciences
",
"Arowosafe, Folusade",57393454700,1,"Social Sciences
Business, Management and Accounting
",
"Osemeke, Richard Onyemaechi",56983044900,1,"Agricultural and Biological Sciences
",
"Aigoro, Zainab Oluwabukola",57298214100,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Talabi, Henry Kayode",56426301600,8,"Engineering
Chemical Engineering
Materials Science
Multidisciplinary
",
"Audu, Lateef",57444495000,1,"Earth and Planetary Sciences
",
"Ijirimoye, A. F.",57211689422,2,"Physics and Astronomy
Mathematics
Multidisciplinary
",
"Oyewale, Olufunmilayo",56609227600,1,"Agricultural and Biological Sciences
",
"Oyedepo, Olugbenga Joseph",26534846600,7,"Engineering
Multidisciplinary
Social Sciences
Environmental Science
",
"Dinakin, Samuel Oluwaseun",57297813500,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Adeoyo, O. O.",56444317200,3,"Medicine
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
",0000-0001-6668-3658
"Aborisade, O. B.",57222666924,1,"Earth and Planetary Sciences
Environmental Science
",
"Akinnagbe, Oluwole Matthew",15831472700,15,"Social Sciences
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Environmental Science
Engineering
Business, Management and Accounting
Earth and Planetary Sciences
Multidisciplinary
",0000-0002-0377-0671
"Williamsnelson, Kemi",57105664300,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Oyesomi, Adeola A.",57220060983,1,"Agricultural and Biological Sciences
Chemistry
Chemical Engineering
",
"Ayorinde, Ajiboye Emmanuel",57209663361,1,"Computer Science
",0000-0002-3488-4647
"Apalowo, Rilwan Kayode",57195377883,13,"Engineering
Materials Science
Environmental Science
Physics and Astronomy
Social Sciences
Chemistry
Economics, Econometrics and Finance
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",0000-0002-4816-4931
"Omotosho, Taiwo Fisayo",57219865910,6,"Engineering
Materials Science
Chemical Engineering
Computer Science
",
"Adegbola, N. B.",23059236700,1,"Immunology and Microbiology
Agricultural and Biological Sciences
Medicine
",
"Owoeye, Seyifunmi M.",57216934629,1,"Multidisciplinary
",
"Olowolafe, Tunde S.",57188967074,3,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Multidisciplinary
",
"Babatunde, H. A.",57197817397,3,"Physics and Astronomy
Chemistry
Materials Science
",
"Bello, Hamidu Abimbola",57218825122,2,"Computer Science
Engineering
Economics, Econometrics and Finance
Environmental Science
Mathematics
Decision Sciences
Energy
Chemical Engineering
Social Sciences
",
"Adigun, A. W.",23110017600,1,"Agricultural and Biological Sciences
",
"Michael, Oyetayo Adedayo",57189377778,1,"Medicine
",
"Ajala, Rasheedat",57224123090,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
",
"Olanrewaju, D. O.",6602150401,4,"Social Sciences
Economics, Econometrics and Finance
",
"Akinsola, Emmanuel Oluwasegun",57219931552,1,"Biochemistry, Genetics and Molecular Biology
",
"Obiora-Okeke, Obinna A.",57220032073,3,"Engineering
Materials Science
Energy
Environmental Science
",
"Chukwuemeka, Prosper Obed",57219928291,11,"Biochemistry, Genetics and Molecular Biology
Medicine
Chemistry
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Environmental Science
Engineering
Materials Science
",
"Adeyemo, Aanuoluwapo Elizabeth",57562894500,1,"Agricultural and Biological Sciences
Nursing
",
"Fajemısın, Adebowale Noah",36682324300,17,"Agricultural and Biological Sciences
Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Veterinary
Immunology and Microbiology
Nursing
",
"Boniface, Alese K.",56446751700,1,"Computer Science
",
"Awosolu, Oluwaseun Bunmi",57210283847,11,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
",
"Babafemi, E. O.",24337299700,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Adenuga, Oluwatosin Elizabeth",57695853200,1,"Agricultural and Biological Sciences
",
"Fagbenro, Oyedapo Adewale",7003824914,68,"Agricultural and Biological Sciences
Environmental Science
Chemical Engineering
Immunology and Microbiology
Medicine
Nursing
Engineering
Veterinary
Health Professions
",
"Alowolodu, Olufunso Dayo",57190398373,9,"Computer Science
Energy
Mathematics
Engineering
Decision Sciences
Social Sciences
Multidisciplinary
Environmental Science
",
"Torhukerijho, Success Taiwo",58527783800,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Oluwole Matthew, Akinnagbe",57820373200,1,"Social Sciences
Agricultural and Biological Sciences
",
"Ojo, S. O.",13404344000,4,"Agricultural and Biological Sciences
Economics, Econometrics and Finance
Veterinary
",
"Abosede, Christian Oluwadamilare",57404018000,2,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Ekeleme, Oluchi T.",57203306246,1,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
",
"Semowo, O. R.",57188924251,1,"Engineering
",
"Arowojobe, Yemisi",57216694041,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
Medicine
",
"Ruth, Olowosile O.",57223313127,2,"Engineering
Business, Management and Accounting
Decision Sciences
",
"Idowu Faloyo, Jane",57211373223,3,"Physics and Astronomy
",
"P, Fidelis O.",57219992903,1,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
",
"Onifade, Anthony Kayode",36911274200,11,"Medicine
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Multidisciplinary
Chemistry
Computer Science
",
"Junior, Arome Gabriel",57331623900,1,"Computer Science
Engineering
Social Sciences
",
"Babatunde Oluwalana, Isaac",57249354400,1,"Computer Science
Engineering
Social Sciences
",
"Busari, Gbemisola Margaret",57647229300,1,"Agricultural and Biological Sciences
",
"Babalola, Oladayo Ezekiel",57694880600,1,"Agricultural and Biological Sciences
",
"Omilachi, Victoria Ojima",57431427500,1,"Medicine
",
"Damilola, E. O.",57193384570,1,"Computer Science
",
"Abiodun Balogun, Oluwatosin",57226378867,3,"Engineering
Materials Science
",
"Idisi, Oke I.",58145106100,1,"Medicine
Chemistry
",
"Adegboyega, Lateef Adewole",57971780700,1,"Computer Science
Engineering
",
"Adegeye, Abimbola A.",57201095205,1,"Agricultural and Biological Sciences
",
"Moses, Ime Friday",55948059900,1,"Engineering
Energy
",
"Arogunjo, Adeseye Muyiwa",8403860000,23,"Environmental Science
Medicine
Health Professions
Physics and Astronomy
Energy
Multidisciplinary
Chemistry
Agricultural and Biological Sciences
",0000-0002-9040-6607
"Olusegun, Christiana Funmilola",57201723593,13,"Environmental Science
Earth and Planetary Sciences
Medicine
Economics, Econometrics and Finance
Decision Sciences
Business, Management and Accounting
Energy
Social Sciences
Agricultural and Biological Sciences
",0000-0001-7208-0095
"Eresanya, Emmanuel",57205185976,10,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Decision Sciences
Engineering
Multidisciplinary
",0000-0002-5942-0849
"Olanitori, L. M.",34979008500,3,"Engineering
Computer Science
",
"Yusuf, L. A.",57224536013,1,"Environmental Science
Social Sciences
",
"Ayo-Omogie, Helen Nwakego",36650481100,9,"Agricultural and Biological Sciences
Engineering
Medicine
Energy
Chemical Engineering
Multidisciplinary
Nursing
Chemistry
",
"Akeem, Yusuff Adewale",57983854600,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Apalara, Paul Ayodeji",57320249400,1,"Earth and Planetary Sciences
Environmental Science
",
"Fadamiro, Joseph Akinlabi",35302426100,14,"Social Sciences
Environmental Science
Business, Management and Accounting
Economics, Econometrics and Finance
Energy
Agricultural and Biological Sciences
Earth and Planetary Sciences
Arts and Humanities
Engineering
Medicine
Decision Sciences
Biochemistry, Genetics and Molecular Biology
",
"Adetula, Olaoluwa I.",58316618000,1,"Agricultural and Biological Sciences
Environmental Science
Social Sciences
",
"Peter, Adesina Femi",58367384500,1,"Agricultural and Biological Sciences
Environmental Science
",
"Adesina, Rasheed B.",57204911671,4,"Earth and Planetary Sciences
Agricultural and Biological Sciences
Environmental Science
",0000-0003-3053-3302
"Asaolu, A. O.",57223297808,1,"Materials Science
",
"Adebile, E. A.",25722958300,4,"Mathematics
Energy
Multidisciplinary
",
"Ogunsuyi, Miriam Tolulope",57221923361,3,"Environmental Science
Physics and Astronomy
Earth and Planetary Sciences
Materials Science
Social Sciences
Chemical Engineering
Engineering
",
"Alabi, Mercy Adewumi",57355896500,6,"Environmental Science
Chemical Engineering
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Medicine
",0000-0001-8828-6928
"Johnson, O. V.",57695882200,1,"Biochemistry, Genetics and Molecular Biology
",
"Adeniyi, M. A.",57226124533,1,"Mathematics
",
"Samuel, Ajeyomi Adedoyin",58160140900,1,"Agricultural and Biological Sciences
Environmental Science
",
"Fakunle, B.",57200620954,1,"Medicine
",
"Chike, U. G.",58515088700,1,"Engineering
",
"Olayinka, Michael Oluwatosin",57479742800,1,"Materials Science
",
"Oriola, O. B.",57215048098,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Oyedokun, Oluwakayode Samuel",57219025592,1,"Health Professions
Medicine
",
"Olasehinde, Afolayan Joseph",56382980700,2,"Engineering
Multidisciplinary
",
"Bamidele, Olufemi Samuel",55011959100,8,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
Environmental Science
Immunology and Microbiology
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
",
"Nwokeoma, Chery I.",57410634400,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
",
"Duyilemi, Tolulope Israel",57217234580,2,"Agricultural and Biological Sciences
Engineering
Chemical Engineering
Nursing
",
"Babalola, Helen",58107940000,1,"Engineering
Business, Management and Accounting
",
"Dada, Oluyemi Ebenezer",55588889300,1,"Medicine
",
"Bello, Emmanuel Ibitola",24282398300,1,"Social Sciences
Engineering
Medicine
Chemical Engineering
",
"Oke, Grace Ayomide",58125562500,4,"Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Computer Science
Immunology and Microbiology
",
"Effiong, Augustine James",57243556900,2,"Earth and Planetary Sciences
Energy
Multidisciplinary
",
"Babalola, Olusola T.",57329899300,5,"Computer Science
Energy
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Business, Management and Accounting
Social Sciences
Decision Sciences
",
"Rotimi, Omalara",14626819100,1,"Agricultural and Biological Sciences
",
"Adeoti, Olatunde Adebayo",56367678800,19,"Decision Sciences
Engineering
Business, Management and Accounting
Mathematics
Economics, Econometrics and Finance
Medicine
Physics and Astronomy
Multidisciplinary
Social Sciences
",
"Adepoju, O. D.",57205322867,2,"Engineering
Materials Science
Computer Science
Chemical Engineering
",
"Fadiji, Ezekiel A.",57212109723,1,"Engineering
Chemical Engineering
",
"Iwetan, C. N.",57211610854,1,"Environmental Science
",
"Anifowose, O. J.",36499108800,1,"Agricultural and Biological Sciences
Environmental Science
",
"Oladele, Samouel Olugbenga",57197873583,4,"Agricultural and Biological Sciences
Chemical Engineering
Earth and Planetary Sciences
Nursing
",0000-0003-0090-2074
"Adedeji Kazeem, B.",58205447900,1,"Engineering
",
"Olaleye, Boluwaji Muriana",35761534200,3,"Earth and Planetary Sciences
Engineering
Agricultural and Biological Sciences
",
"Adeeyinwo, Christina E.",6505846533,9,"Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
Materials Science
Engineering
",
"Fatoyinbo, Imoleayo Oluwatoyin",57216780109,4,"Environmental Science
Earth and Planetary Sciences
Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
Agricultural and Biological Sciences
",
"Abiodu, Olonibua",56038702900,1,"Energy
",
"Adekunle, Victor Ajibola Jimoh",6504597245,22,"Agricultural and Biological Sciences
Environmental Science
Medicine
Multidisciplinary
Energy
Social Sciences
Biochemistry, Genetics and Molecular Biology
",
"Smith, M. A.K.",57225989361,2,"Agricultural and Biological Sciences
",
"Fasulu, S. A.",8900947600,1,"Agricultural and Biological Sciences
",
"Asemewanlen, Ehiremen Kenneth",57223305420,1,"Materials Science
",
"Injor, Oryina Mbaadega",57958060500,1,"Engineering
",
"Elumelu, C.",24398327700,1,"Agricultural and Biological Sciences
Veterinary
",
"Ogundare, Oluwatosin Temitope",57992631800,1,"Environmental Science
",
"Owolabi, Joseph B.",57411888100,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
",
